report_path,status,final_status,scientific_scope,supersedes,superseded_by,retain_or_delete,reason
reports/gp_after_quench_initial_state/workstation_init_validation_report.md,CURRENT_ACCEPTED,,gp after quench initial state,,,RETAIN,acceptance/validation evidence found
reports/gp_after_quench_long_test/GP_marker_stability_report.md,UNVERIFIED,,gp after quench long test,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_after_quench_long_test/JGP_source_tracking_report.md,UNVERIFIED,,gp after quench long test,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_after_quench_long_test/after_quench_long_test_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp after quench long test,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_after_quench_long_test/beta_physical_cnt_interaction_report.md,CURRENT_ACCEPTED,,gp after quench long test,,,RETAIN,acceptance/validation evidence found
reports/gp_after_quench_long_test/build_report.md,CURRENT_ACCEPTED,,gp after quench long test,,,RETAIN,acceptance/validation evidence found
reports/gp_after_quench_long_test/expected_births_precheck.md,UNVERIFIED,,gp after quench long test,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_after_quench_long_test/ledger_diagnostics_report.md,UNVERIFIED,,gp after quench long test,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_after_quench_long_test/long_test_params_report.md,CURRENT_ACCEPTED,,gp after quench long test,,,RETAIN,acceptance/validation evidence found
reports/gp_after_quench_long_test/stageA_1000step_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp after quench long test,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_after_quench_long_test/stageB_10000step_report.md,UNVERIFIED,,gp after quench long test,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_after_quench_long_test/stageC_50000step_report.md,CURRENT_ACCEPTED,,gp after quench long test,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_mass_ledger/cuda_patch_proposal_gp_assisted_mass_conserving_beta_nucleation.md,CURRENT_ACCEPTED,,gp assisted beta mass ledger,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_mass_ledger/existing_beta_insertion_path.md,UNVERIFIED,,gp assisted beta mass ledger,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_mass_ledger/gp_assisted_beta_mass_ledger_next_step_report.md,CURRENT_ACCEPTED,,gp assisted beta mass ledger,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_mass_ledger/gp_assisted_event_dry_run_report.md,CURRENT_ACCEPTED,,gp assisted beta mass ledger,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_mass_ledger/gp_initial_mass_budget_modes.md,UNVERIFIED,,gp assisted beta mass ledger,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_mass_ledger/gp_release_kernel_report.md,CURRENT_ACCEPTED,,gp assisted beta mass ledger,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_mass_ledger/gp_reservoir_mass_definition.md,UNVERIFIED,,gp assisted beta mass ledger,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_mass_ledger/gp_site_probability_design.md,UNVERIFIED,,gp assisted beta mass ledger,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_mass_ledger/level0_level1_validation_plan.md,CURRENT_ACCEPTED,,gp assisted beta mass ledger,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_nucleation_audit/beta_barrier_unit_check_report.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/cross_temperature_prediction_protocol.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/existing_beta_nucleation_audit.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/gp_assisted_mass_conserving_beta_nucleation_report.md,CURRENT_ACCEPTED,,gp assisted beta nucleation audit,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_nucleation_audit/gp_assisted_nucleation_algorithm.md,CURRENT_ACCEPTED,,gp assisted beta nucleation audit,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_nucleation_audit/gp_assisted_parameter_spec.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/gp_assisted_validation_plan.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/gp_assisted_validation_results.md,CURRENT_ACCEPTED,,gp assisted beta nucleation audit,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_nucleation_audit/gp_mass_budget_design.md,CURRENT_ACCEPTED,,gp assisted beta nucleation audit,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_beta_nucleation_audit/gp_nucleation_event_mass_balance.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/gp_release_kernel_spec.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/gp_site_model_spec.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/gp_site_struct_or_arrays_proposal.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_audit/minimal_implementation_roadmap.md,UNVERIFIED,,gp assisted beta nucleation audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_beta_nucleation_module/existing_gp_assisted_nucleation_audit.md,CURRENT_PARTIAL,,gp assisted beta nucleation module,,,RETAIN,partial result retained for provenance
reports/gp_assisted_beta_nucleation_module/gp_assisted_beta_nucleation_design.md,CURRENT_PARTIAL,,gp assisted beta nucleation module,,,RETAIN,partial result retained for provenance
reports/gp_assisted_beta_nucleation_module/gp_assisted_beta_nucleation_patch_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp assisted beta nucleation module,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_assisted_beta_nucleation_module/gp_assisted_nucleation_validation_report.md,CURRENT_ACCEPTED,,gp assisted beta nucleation module,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_cuda_debug/final_report.md,UNVERIFIED,,gp assisted cuda debug,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_cuda_debug/gp_initialization_mass_check.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp assisted cuda debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_assisted_cuda_debug/gp_release_and_draw_kernel_debug.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp assisted cuda debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_assisted_cuda_debug/gp_site_arrays_implementation_notes.md,CURRENT_ACCEPTED,,gp assisted cuda debug,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_cuda_debug/multi_site_debug_validation_report.md,CURRENT_ACCEPTED,,gp assisted cuda debug,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_cuda_debug/new_parameter_spec.md,UNVERIFIED,,gp assisted cuda debug,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_assisted_cuda_debug/stochastic_entry_point_plan.md,CURRENT_ACCEPTED,,gp assisted cuda debug,,,RETAIN,acceptance/validation evidence found
reports/gp_assisted_cuda_debug/validation_report.md,CURRENT_ACCEPTED,accepted,gp assisted cuda debug,,,RETAIN,acceptance/validation evidence found
reports/gp_birth_transaction_debug/build_report.md,CURRENT_ACCEPTED,,gp birth transaction debug,,,RETAIN,acceptance/validation evidence found
reports/gp_birth_transaction_debug/debug_mode_implementation_report.md,UNVERIFIED,,gp birth transaction debug,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_birth_transaction_debug/failure_reproduction_summary.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp birth transaction debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_birth_transaction_debug/forced_single_birth_debug_report.md,CURRENT_ACCEPTED,,gp birth transaction debug,,,RETAIN,acceptance/validation evidence found
reports/gp_birth_transaction_debug/gp_birth_inventory_policy_report.md,CURRENT_ACCEPTED,,gp birth transaction debug,,,RETAIN,acceptance/validation evidence found
reports/gp_birth_transaction_debug/gp_birth_transaction_code_path_audit.md,CURRENT_ACCEPTED,,gp birth transaction debug,,,RETAIN,acceptance/validation evidence found
reports/gp_birth_transaction_debug/gp_birth_transaction_debug_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp birth transaction debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_birth_transaction_debug/stageA_after_fix_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp birth transaction debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_birth_transaction_debug/transaction_diagnostics_instrumentation_report.md,UNVERIFIED,,gp birth transaction debug,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_capacity_census/gp_capacity_census_report.md,UNVERIFIED,,gp capacity census,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_dynamic_continue_bridge/bridge_aware_nucleation_rate_interpretation.md,UNVERIFIED,,gp dynamic continue bridge,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_dynamic_continue_bridge/current_runtime_nucleation_state.md,CURRENT_PARTIAL,,gp dynamic continue bridge,,,RETAIN,partial result retained for provenance
reports/gp_dynamic_continue_bridge/dynamic_continue_bridge_schema.md,UNVERIFIED,,gp dynamic continue bridge,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_dynamic_continue_bridge/dynamic_continue_bridge_validation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp dynamic continue bridge,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_dynamic_continue_bridge/dynamic_continue_insertability_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp dynamic continue bridge,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_dynamic_continue_bridge/gp_runtime_dynamic_continue_bridge_patch_report.md,CURRENT_PARTIAL,,gp dynamic continue bridge,,,RETAIN,partial result retained for provenance
reports/gp_dynamic_continue_bridge/nucleation_tex_theory_extract.md,UNVERIFIED,,gp dynamic continue bridge,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_flux_coarsening_audit/gp_flux_coarsening_git_history.md,UNVERIFIED,,gp flux coarsening audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_flux_coarsening_audit/gp_flux_coarsening_term_extraction_report.md,CURRENT_ACCEPTED,,gp flux coarsening audit,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/GP_birth_radius_policy_report.md,UNVERIFIED,,gp literature jgp connect,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_literature_jgp_connect/GP_literature_JGP_runtime_connection_acceptance_report.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/JGP_validation_against_description.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/build_report.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/kernel_implementation_report.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/params_added_report.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/params_templates_report.md,UNVERIFIED,,gp literature jgp connect,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_literature_jgp_connect/poisson_birth_connection_report.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_jgp_connect/workstation_smoke_report.md,CURRENT_ACCEPTED,,gp literature jgp connect,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_model_description/gp_literature_JGP_model_description.md,CURRENT_ACCEPTED,,gp literature model description,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_model_runtime_audit/GP_literature_model_runtime_status.md,CURRENT_PARTIAL,,gp literature model runtime audit,,,RETAIN,partial result retained for provenance
reports/gp_literature_model_runtime_audit/cuda_GP_birth_path_audit.md,CURRENT_ACCEPTED,,gp literature model runtime audit,,,RETAIN,acceptance/validation evidence found
reports/gp_literature_model_runtime_audit/dx1nm_params_GP_source_audit.md,CURRENT_PARTIAL,,gp literature model runtime audit,,,RETAIN,partial result retained for provenance
reports/gp_literature_model_runtime_audit/literature_GP_model_asset_map.md,CURRENT_PARTIAL,,gp literature model runtime audit,,,RETAIN,partial result retained for provenance
reports/gp_literature_model_runtime_audit/runtime_evidence_GP_model_audit.md,CURRENT_ACCEPTED,,gp literature model runtime audit,,,RETAIN,acceptance/validation evidence found
reports/gp_model_flux_acceptance/GP_model_flux_PF_acceptance_report.md,CURRENT_ACCEPTED,PASS_GP_MODEL_FLUX_REPRODUCED_IN_PF,gp model flux acceptance,,,RETAIN,acceptance/validation evidence found
reports/gp_model_flux_acceptance/build_report.md,CURRENT_ACCEPTED,,gp model flux acceptance,,,RETAIN,acceptance/validation evidence found
reports/gp_model_flux_acceptance/phase1_path_parity_completion_report.md,CURRENT_ACCEPTED,PASS,gp model flux acceptance,,,RETAIN,acceptance/validation evidence found
reports/gp_model_flux_acceptance/phase3_full_patched_stageA_report.md,CURRENT_ACCEPTED,PASS,gp model flux acceptance,,,RETAIN,acceptance/validation evidence found
reports/gp_model_flux_acceptance/phase4_GP_only_flux_validation_report.md,CURRENT_ACCEPTED,,gp model flux acceptance,,,RETAIN,acceptance/validation evidence found
reports/gp_post_birth_update_debug/component_isolation_matrix.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp post birth update debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_post_birth_update_debug/freeze_after_birth_control_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp post birth update debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_post_birth_update_debug/gp_post_birth_update_debug_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp post birth update debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_post_birth_update_debug/post_birth_step11_mass_probe_report.md,UNVERIFIED,,gp post birth update debug,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_post_birth_update_debug/post_y_projection_followup_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp post birth update debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_post_birth_update_debug/xB_Y_sync_code_audit.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp post birth update debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_required_supply_informed_rsmd/execution_status.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp required supply informed rsmd,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_required_supply_informed_rsmd/gp_supply_scenario_acceptance_report.md,UNVERIFIED,PREPARED_SCENARIO_RSMD_EXECUTION_PENDING,gp required supply informed rsmd,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_required_supply_informed_rsmd/rsmd_performance_fix_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp required supply informed rsmd,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_required_supply_informed_rsmd_final_90/gp_supply_scenario_acceptance_report.md,CURRENT_ACCEPTED,PASS_REQUIRED_SUPPLY_INFORMED_GP_SUPPLY_SCENARIO_RSMD,gp required supply informed rsmd final 90,,,RETAIN,acceptance/validation evidence found
reports/gp_reservoir_mediated_beta_model_diagram_report.md,UNVERIFIED,,reports,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_reservoir_release_closure_chinese_summary.md,CURRENT_ACCEPTED,PASS_MINIMAL_NON_DFT_CONSTRAINT_REQUIRED,reports,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/catalog_selection_strictness_report.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/gp_runtime_barrier_lookup_report.md,CURRENT_ACCEPTED,PASS,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/gp_runtime_catalog_lookup_report.md,CURRENT_ACCEPTED,PASS,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/gp_runtime_conflict_check_report.md,UNVERIFIED,,gp runtime library integration,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_runtime_library_integration/gp_runtime_integration_smoke_report.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/gp_runtime_library_nucleation_patch_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp runtime library integration,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_runtime_library_integration/gp_runtime_real_cuda_smoke_report.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/gpu_runtime_acceptance_report.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/rstar_source_audit_and_fix_report.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/runtime_integration_audit.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_runtime_library_integration/workstation_compile_acceptance_report.md,CURRENT_ACCEPTED,,gp runtime library integration,,,RETAIN,acceptance/validation evidence found
reports/gp_stageA_path_parity_debug/gp_literature_birth_append_failure_audit.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp stageA path parity debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_stageA_path_parity_debug/postY_projection_required_patch_report.md,CURRENT_ACCEPTED,,gp stageA path parity debug,,,RETAIN,acceptance/validation evidence found
reports/gp_stageA_path_parity_debug/stageA_max1birth_rerun_report.md,UNVERIFIED,- queued on workstation after the current T380 run finishes,gp stageA path parity debug,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_stageA_path_parity_debug/stageA_path_parity_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp stageA path parity debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_stageA_path_parity_debug/stageA_vs_forced_single_flag_parity_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp stageA path parity debug,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_supply_scenario_no_growth_root_cause/gp_supply_scenario_harmonized_fate_protocol.md,UNVERIFIED,,gp supply scenario no growth root cause,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_supply_scenario_no_growth_root_cause/gp_supply_scenario_minimal_followup_run_plan.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp supply scenario no growth root cause,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_supply_scenario_no_growth_root_cause/gp_supply_scenario_no_growth_root_cause_report.md,CURRENT_ACCEPTED,PASS_GP_SUPPLY_SCENARIO_NO_GROWTH_ROOT_CAUSE_AND_REQUIRED_CONDITION_AUDIT,gp supply scenario no growth root cause,,,RETAIN,acceptance/validation evidence found
reports/gp_supply_scenario_no_growth_root_cause/gp_supply_scenario_paper_interpretation.md,CURRENT_ACCEPTED,,gp supply scenario no growth root cause,,,RETAIN,acceptance/validation evidence found
reports/gp_v03_formula_recovery.md,SUPERSEDED_RETAIN_FOR_PROVENANCE,,reports,,,RETAIN,supersession language found; retained until explicit canonical links are confirmed
reports/gp_v03_missing_tests.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,reports,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_v03_phase_field_audit.md,CURRENT_ACCEPTED,,reports,,,RETAIN,acceptance/validation evidence found
reports/gp_v03_priority_actions.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,reports,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_v03_variable_dataflow.md,CURRENT_ACCEPTED,,reports,,,RETAIN,acceptance/validation evidence found
reports/gp_xBtot_mainline_audit/JGP_concentration_source_audit.md,UNVERIFIED,,gp xBtot mainline audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_xBtot_mainline_audit/gp_inventory_mass_budget_audit.md,CURRENT_PARTIAL,,gp xBtot mainline audit,,,RETAIN,partial result retained for provenance
reports/gp_xBtot_mainline_audit/gp_xBtot_mainline_asset_map.md,UNVERIFIED,,gp xBtot mainline audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/gp_xBtot_mainline_audit/gp_xBtot_mainline_audit_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp xBtot mainline audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/gp_zone_density_scaling/GP_density_dx1nm_scaling_decision.md,CURRENT_ACCEPTED,,gp zone density scaling,,,RETAIN,acceptance/validation evidence found
reports/gp_zone_density_scaling/GP_nucleation_rate_model_summary.md,CURRENT_ACCEPTED,,gp zone density scaling,,,RETAIN,acceptance/validation evidence found
reports/gp_zone_density_scaling/GP_zone_density_scaling_acceptance_report.md,CURRENT_PARTIAL,,gp zone density scaling,,,RETAIN,partial result retained for provenance
reports/gp_zone_density_scaling/GP_zone_rate_density_growth_review_packet.md,CURRENT_ACCEPTED,,gp zone density scaling,,,RETAIN,acceptance/validation evidence found
reports/gp_zone_experimental_calibration_thermodynamic_driving_force_v0.3.md,CURRENT_PARTIAL,,reports,,,RETAIN,partial result retained for provenance
reports/latest_rsmd_growth_validation_report.md,CURRENT_ACCEPTED,PASS_LARGE_DT_GROWTH_WITHOUT_OVERSHOOT_WINDOW_IDENTIFIED,reports,,,RETAIN,acceptance/validation evidence found
reports/library_seed_profile_origin_and_writeback_audit/library_profile_code_path_audit.md,UNVERIFIED,,library seed profile origin and writeback audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/library_seed_profile_origin_and_writeback_audit/library_seed_profile_origin_and_writeback_audit_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,FAIL_LIBRARY_PROFILE_WRITEBACK_OR_CACHE_MISMATCH,library seed profile origin and writeback audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/line_A_GP_reservoir_mediated_resolved_beta_growth/line_A_acceptance_report.md,CURRENT_ACCEPTED,,line A GP reservoir mediated resolved beta growth,,,RETAIN,acceptance/validation evidence found
reports/line_A_GP_reservoir_mediated_resolved_beta_growth/line_A_governing_equations.md,CURRENT_ACCEPTED,,line A GP reservoir mediated resolved beta growth,,,RETAIN,acceptance/validation evidence found
reports/line_A_GP_reservoir_mediated_resolved_beta_growth/line_A_paper_level_results_and_methods.md,CURRENT_ACCEPTED,,line A GP reservoir mediated resolved beta growth,,,RETAIN,acceptance/validation evidence found
reports/maintenance/GP_MATURE_INIT_VS_OLD_SEED_INSERTION_AUDIT.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,maintenance,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/maintenance/GP_REACTION_DRIVING_FORCE_PLOT_REPORT.md,UNVERIFIED,,maintenance,,,RETAIN,no machine-readable final status or supersession relation found
reports/maintenance/cleanup_acceptance_report.md,SUPERSEDED_RETAIN_FOR_PROVENANCE,- not moved,maintenance,,,RETAIN,supersession language found; retained until explicit canonical links are confirmed
reports/maintenance/dry_run_cleanup_plan.md,SUPERSEDED_RETAIN_FOR_PROVENANCE,no move/delete/archive executed,maintenance,,,RETAIN,supersession language found; retained until explicit canonical links are confirmed
reports/natural_staged_to_resolved_beta_handoff/natural_staged_to_resolved_beta_handoff_acceptance_report.md,CURRENT_ACCEPTED,PASS_NATURAL_STAGED_TO_RESOLVED_BETA_HANDOFF_END_TO_END,natural staged to resolved beta handoff,,,RETAIN,acceptance/validation evidence found
reports/non_dft_gp_release_thermodynamic_experiment_plan/non_dft_gp_release_thermodynamic_experiment_plan.md,CURRENT_ACCEPTED,PASS_NON_DFT_GP_RELEASE_THERMODYNAMIC_EXPERIMENT_PLAN,non dft gp release thermodynamic experiment plan,,,RETAIN,acceptance/validation evidence found
reports/non_dft_gp_thermodynamic_identifiability_audit/non_dft_gp_thermodynamic_identifiability_audit.md,CURRENT_ACCEPTED,PASS_NON_DFT_GP_THERMODYNAMIC_IDENTIFIABILITY_AUDIT,non dft gp thermodynamic identifiability audit,,,RETAIN,acceptance/validation evidence found
reports/nucleation/nucleation_physics_observables_report.md,UNVERIFIED,,nucleation,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleation/nucleus_energy_output_index.md,UNVERIFIED,,nucleation,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleation/nucleus_selector_integration_report.md,UNVERIFIED,,nucleation,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_cuda_integration/cuda_entry_points.md,UNVERIFIED,,nucleus cuda integration,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_cuda_integration/nucleus_selector_cuda_hook_report.md,CURRENT_ACCEPTED,,nucleus cuda integration,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_cluster_to_workstation_sync_report.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_completed_output_audit.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_dt_tau_bridge_trace.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_dx0p5_runtime_smoke_input_plan.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_fixed_staging_library_update_report.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_fixed_staging_lookup_validation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,T380 completed dc single case,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_mass_descriptor_computation_report.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
